1514937863,nan,-1,20000,0,0,0
1514937864,nan,-1,19999,1,0,0
1514937865,nan,-1,19999,1,0,0
1514937866,nan,-1,19999,1,0,0
1514937867,nan,-1,19999,1,0,0
1514937868,nan,-1,19999,1,0,0
1514937869,nan,-1,19999,1,0,0
1514937870,nan,-1,19999,1,0,0
1514937871,nan,-1,19999,1,0,0
1514937872,nan,-1,19999,1,0,0
1514937873,nan,-1,19999,1,0,0
1514937874,nan,-1,19999,1,0,0
1514937875,nan,-1,19999,1,0,0
1514937876,nan,-1,19999,1,0,0
1514937877,nan,-1,19999,1,0,0
1514937878,nan,-1,19999,1,0,0
1514937879,nan,-1,19999,1,0,0
1514937880,nan,-1,19999,1,0,0
1514937881,nan,-1,19999,1,0,0
1514937882,nan,-1,19999,1,0,0
1514937883,nan,-1,19999,1,0,0
1514937884,nan,-1,19999,1,0,0
1514937885,nan,-1,19999,1,0,0
1514937886,nan,-1,19999,1,0,0
1514937888,nan,-1,19999,1,0,0
1514937889,nan,-1,19999,1,0,0
1514937890,nan,-1,19999,1,0,0
1514937891,nan,-1,19999,1,0,0
1514937892,nan,-1,19999,1,0,0
1514937893,nan,-1,19999,1,0,0
1514937894,nan,-1,19999,1,0,0
1514937895,nan,-1,19999,1,0,0
1514937896,nan,-1,19999,1,0,0
1514937897,nan,-1,19999,1,0,0
1514937898,nan,-1,19999,1,0,0
1514937899,nan,-1,19999,1,0,0
1514937900,nan,-1,19999,1,0,0
1514937901,nan,-1,19999,1,0,0
1514937902,nan,-1,19999,1,0,0
1514937903,nan,-1,19999,1,0,0
1514937904,nan,-1,19999,1,0,0
1514937905,nan,-1,19999,1,0,0
1514937906,nan,-1,19999,1,0,0
1514937907,nan,-1,19999,1,0,0
1514937908,nan,-1,19999,1,0,0
1514937909,nan,-1,19999,1,0,0
1514937910,nan,-1,19999,1,0,0
1514937911,nan,-1,19999,1,0,0
1514937912,nan,-1,19999,1,0,0
1514937913,nan,-1,19999,1,0,0
1514937914,nan,-1,19999,1,0,0
1514937915,nan,-1,19999,1,0,0
1514937916,nan,-1,19999,1,0,0
1514937917,nan,-1,19999,1,0,0
1514937918,nan,-1,19999,1,0,0
1514937919,nan,-1,19999,1,0,0
1514937920,nan,-1,19999,1,0,0
1514937921,nan,-1,19999,1,0,0
1514937922,nan,-1,19999,1,0,0
1514937923,nan,-1,19999,1,0,0
1514937924,nan,-1,19999,1,0,0
1514937925,nan,-1,19999,1,0,0
1514937926,nan,-1,19999,1,0,0
1514937927,nan,-1,19999,1,0,0
1514937928,nan,-1,19999,1,0,0
1514937930,nan,-1,19999,1,0,0
1514937931,nan,-1,19999,1,0,0
1514937932,nan,-1,19999,1,0,0
1514937933,nan,-1,19999,1,0,0
1514937934,nan,-1,19999,1,0,0
1514937935,nan,-1,19999,1,0,0
1514937936,nan,-1,19999,1,0,0
1514937937,nan,-1,19999,1,0,0
1514937938,nan,-1,19999,1,0,0
1514937939,nan,-1,19999,1,0,0
1514937940,nan,-1,19999,1,0,0
1514937941,nan,-1,19999,1,0,0
1514937942,nan,-1,19999,1,0,0
1514937943,nan,-1,19999,1,0,0
1514937944,nan,-1,19999,1,0,0
1514937945,nan,-1,19999,1,0,0
1514937946,nan,-1,19999,1,0,0
1514937947,nan,-1,19999,1,0,0
1514937948,nan,-1,19999,1,0,0
1514937949,nan,-1,19999,1,0,0
1514937950,nan,-1,19999,1,0,0
1514937951,nan,-1,19999,1,0,0
1514937952,nan,-1,19999,1,0,0
1514937953,nan,-1,19999,1,0,0
1514937954,nan,-1,19999,1,0,0
1514937955,nan,-1,19999,1,0,0
1514937956,nan,-1,19999,1,0,0
1514937957,nan,-1,19999,1,0,0
1514937958,nan,-1,19999,1,0,0
1514937959,nan,-1,19999,1,0,0
1514937960,nan,-1,19999,1,0,0
1514937961,nan,-1,19999,1,0,0
1514937962,nan,-1,19999,1,0,0
1514937964,nan,-1,19999,1,0,0
1514937965,nan,-1,19999,1,0,0
1514937966,nan,-1,19999,1,0,0
1514937967,nan,-1,19999,1,0,0
1514937968,nan,-1,19999,1,0,0
1514937969,nan,-1,19999,1,0,0
1514937970,nan,-1,19999,1,0,0
1514937971,nan,-1,19999,1,0,0
1514937972,nan,-1,19999,1,0,0
1514937973,nan,-1,19999,1,0,0
1514937974,nan,-1,19999,1,0,0
1514937975,nan,-1,19999,1,0,0
1514937976,nan,-1,19999,1,0,0
1514937977,nan,-1,19999,1,0,0
1514937978,nan,-1,19999,1,0,0
1514937979,nan,-1,19999,1,0,0
1514937980,nan,-1,19999,1,0,0
1514937981,nan,-1,19999,1,0,0
1514937982,nan,-1,19999,1,0,0
1514937983,nan,-1,19999,1,0,0
1514937984,nan,-1,19999,1,0,0
1514937985,nan,-1,19999,1,0,0
1514937986,nan,-1,19999,1,0,0
1514937987,nan,-1,19999,1,0,0
1514937988,nan,-1,19999,1,0,0
1514937989,nan,-1,19999,1,0,0
1514937990,nan,-1,19999,1,0,0
1514937991,nan,-1,19999,1,0,0
1514937992,nan,-1,19999,1,0,0
1514937993,nan,-1,19999,1,0,0
1514937994,nan,-1,19999,1,0,0
1514937995,nan,-1,19999,1,0,0
1514937996,nan,-1,19999,1,0,0
1514937997,nan,-1,19999,1,0,0
1514937998,nan,-1,19999,1,0,0
1514937999,nan,-1,19999,1,0,0
1514938000,nan,-1,19999,1,0,0
1514938001,nan,-1,19999,1,0,0
1514938002,nan,-1,19999,1,0,0
1514938003,nan,-1,19999,1,0,0
1514938005,nan,-1,19999,1,0,0
1514938006,nan,-1,19999,1,0,0
1514938007,nan,-1,19999,1,0,0
1514938008,nan,-1,19999,1,0,0
1514938009,nan,-1,19999,1,0,0
1514938010,nan,-1,19999,1,0,0
1514938011,nan,-1,19999,1,0,0
1514938012,nan,-1,19999,1,0,0
1514938013,nan,-1,19999,1,0,0
1514938014,nan,-1,19999,1,0,0
1514938015,nan,-1,19999,1,0,0
1514938016,nan,-1,19999,1,0,0
1514938017,nan,-1,19999,1,0,0
1514938018,nan,-1,19999,1,0,0
1514938019,nan,-1,19999,1,0,0
1514938020,nan,-1,19999,1,0,0
1514938021,nan,-1,19999,1,0,0
1514938022,nan,-1,19999,1,0,0
1514938023,nan,-1,19999,1,0,0
1514938024,nan,-1,19999,1,0,0
1514938025,nan,-1,19999,1,0,0
1514938026,nan,-1,19999,1,0,0
1514938027,nan,-1,19999,1,0,0
1514938028,nan,-1,19999,1,0,0
1514938029,nan,-1,19999,1,0,0
1514938030,nan,-1,19999,1,0,0
1514938031,nan,-1,19999,1,0,0
1514938032,nan,-1,19999,1,0,0
1514938033,nan,-1,19999,1,0,0
1514938034,nan,-1,19999,1,0,0
1514938035,nan,-1,19999,1,0,0
1514938036,nan,-1,19999,1,0,0
1514938037,nan,-1,19999,1,0,0
1514938038,nan,-1,19999,1,0,0
1514938039,nan,-1,19999,1,0,0
1514938040,nan,-1,19999,1,0,0
1514938041,nan,-1,19999,1,0,0
1514938042,nan,-1,19999,1,0,0
1514938043,nan,-1,19999,1,0,0
1514938044,nan,-1,19999,1,0,0
1514938045,nan,-1,19999,1,0,0
1514938046,nan,-1,19999,1,0,0
1514938048,nan,-1,19999,1,0,0
1514938049,nan,-1,19999,1,0,0
1514938050,nan,-1,19999,1,0,0
1514938051,nan,-1,19999,1,0,0
1514938052,nan,-1,19999,1,0,0
1514938053,nan,-1,19999,1,0,0
1514938054,nan,-1,19999,1,0,0
1514938055,nan,-1,19999,1,0,0
1514938056,nan,-1,19999,1,0,0
1514938057,nan,-1,19999,1,0,0
1514938058,nan,-1,19999,1,0,0
1514938059,nan,-1,19999,1,0,0
1514938060,nan,-1,19999,1,0,0
1514938061,nan,-1,19999,1,0,0
1514938062,nan,-1,19999,1,0,0
1514938063,nan,-1,19999,1,0,0
1514938064,nan,-1,19999,1,0,0
1514938065,nan,-1,19999,1,0,0
1514938066,nan,-1,19999,1,0,0
1514938067,nan,-1,19999,1,0,0
1514938068,nan,-1,19999,1,0,0
1514938069,nan,-1,19999,1,0,0
1514938070,nan,-1,19999,1,0,0
1514938071,nan,-1,19999,1,0,0
1514938072,nan,-1,19999,1,0,0
1514938073,nan,-1,19999,1,0,0
1514938074,nan,-1,19999,1,0,0
1514938075,nan,-1,19999,1,0,0
1514938076,nan,-1,19999,1,0,0
1514938077,nan,-1,19999,1,0,0
1514938078,nan,-1,19999,1,0,0
1514938079,nan,-1,19999,1,0,0
1514938080,nan,-1,19999,1,0,0
1514938081,nan,-1,19999,1,0,0
1514938082,nan,-1,19999,1,0,0
1514938083,nan,-1,19999,1,0,0
1514938084,nan,-1,19999,1,0,0
1514938085,nan,-1,19999,1,0,0
1514938086,nan,-1,19999,1,0,0
1514938087,nan,-1,19999,1,0,0
1514938088,nan,-1,19999,1,0,0
1514938089,nan,-1,19999,1,0,0
1514938090,nan,-1,19999,1,0,0
1514938091,nan,-1,19999,1,0,0
1514938093,nan,-1,19999,1,0,0
1514938094,nan,-1,19999,1,0,0
1514938095,nan,-1,19999,1,0,0
1514938096,nan,-1,19999,1,0,0
1514938097,nan,-1,19999,1,0,0
1514938098,nan,-1,19999,1,0,0
1514938099,nan,-1,19999,1,0,0
1514938100,nan,-1,19999,1,0,0
1514938101,nan,-1,19999,1,0,0
1514938102,nan,-1,19999,1,0,0
1514938103,nan,-1,19999,1,0,0
1514938104,nan,-1,19999,1,0,0
1514938105,nan,-1,19999,1,0,0
1514938106,nan,-1,19999,1,0,0
1514938107,nan,-1,19999,1,0,0
1514938108,nan,-1,19999,1,0,0
1514938109,nan,-1,19999,1,0,0
1514938110,nan,-1,19999,1,0,0
1514938111,nan,-1,19999,1,0,0
1514938112,nan,-1,19999,1,0,0
1514938113,nan,-1,19999,1,0,0
1514938114,nan,-1,19999,1,0,0
1514938115,nan,-1,19999,1,0,0
1514938116,nan,-1,19999,1,0,0
1514938117,nan,-1,19999,1,0,0
1514938118,nan,-1,19999,1,0,0
1514938119,nan,-1,19999,1,0,0
1514938120,nan,-1,19999,1,0,0
1514938121,nan,-1,19999,1,0,0
1514938122,nan,-1,19999,1,0,0
1514938123,nan,-1,19999,1,0,0
1514938124,nan,-1,19999,1,0,0
1514938125,nan,-1,19999,1,0,0
1514938126,nan,-1,19999,1,0,0
1514938127,nan,-1,19999,1,0,0
1514938128,nan,-1,19999,1,0,0
1514938129,nan,-1,19999,1,0,0
1514938130,nan,-1,19999,1,0,0
1514938131,nan,-1,19999,1,0,0
1514938132,nan,-1,19999,1,0,0
1514938133,nan,-1,19999,1,0,0
1514938134,nan,-1,19999,1,0,0
1514938136,nan,-1,19999,1,0,0
